Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'GGZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:25'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:27'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:27'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'OS', 'FlightNumber': '3588'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'GOT', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:33'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:13'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '817'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GOT', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:59'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:29'}, 'Terminal': {'Gate': 'A68I'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9225'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GRZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:23'}, 'Terminal': {'Gate': '003'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:41'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '1263'};{'AircraftCode': 'E90'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GRZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:43'}, 'Terminal': {'Gate': '005'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:19'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '964'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GRZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:54'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:59'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '2743'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:40'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '2811'};{'AircraftCode': '221'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:37'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'RAK', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:43'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '2200'};{'AircraftCode': '221'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:55'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LHR', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:27'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '348'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:29'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:28'}, 'Terminal': {'Name': '2', 'Gate': 'T02S'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '2387'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:24'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BRU', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'SN', 'FlightNumber': '2720'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:02'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LHR', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:31'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '356'};{'AircraftCode': '221'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:22'}, 'Terminal': {'Gate': 'A04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:17'}, 'Terminal': {'Name': '1', 'Gate': 'A50'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '057'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:30'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '294'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:03'}, 'Terminal': {'Name': '1', 'Gate': 'A37'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:38'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7754'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:31'}, 'Terminal': {'Name': '2', 'Gate': 'C15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:34'}, 'Terminal': {'Name': '1', 'Gate': 'A13'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '021'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:48'}, 'Terminal': {'Name': '1', 'Gate': 'C08'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:57'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7042'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:44'}, 'Terminal': {'Name': '1', 'Gate': 'A40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:46'}, 'Terminal': {'Gate': 'A68I'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7066'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:56'}, 'Terminal': {'Name': '2', 'Gate': 'C16'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:27'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'BT', 'FlightNumber': '1057'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:22'}, 'Terminal': {'Name': '2', 'Gate': 'A17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:28'}, 'Terminal': {'Name': '1', 'Gate': 'A40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '023'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:19'}, 'Terminal': {'Name': '2', 'Gate': 'C06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:38'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '174'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:22'}, 'Terminal': {'Name': '2', 'Gate': 'A18'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:39'}, 'Terminal': {'Name': '2', 'Gate': 'K01'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2067'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:35'}, 'Terminal': {'Name': '2', 'Gate': 'A18'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:48'}, 'Terminal': {'Name': '2', 'Gate': 'G40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2069'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:41'}, 'Terminal': {'Name': '1', 'Gate': 'A17'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:51'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '2091'};{'AircraftCode': '32B'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:47'}, 'Terminal': {'Name': '1', 'Gate': 'A41'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:43'}, 'Terminal': {'Gate': 'A63'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9037'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:47'}, 'Terminal': {'Name': '1', 'Gate': 'C07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CGN', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:40'}, 'Terminal': {'Name': '1', 'Gate': 'B40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '035'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:55'}, 'Terminal': {'Name': '2', 'Gate': 'C08'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:08'}, 'Terminal': {'Name': '2', 'Gate': 'K24'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '2071'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:26'}, 'Terminal': {'Name': '1', 'Gate': 'C03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CDG', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:00'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7406'};{'AircraftCode': '32N'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:42'}, 'Terminal': {'Name': '1', 'Gate': 'A40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7750'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:52'}, 'Terminal': {'Name': '1', 'Gate': 'B46'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LHR', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:30'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7460'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:05'}, 'Terminal': {'Name': '2', 'Gate': 'C15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:09'}, 'Terminal': {'Name': '1', 'Gate': 'A40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '029'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:50'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:44'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'WK', 'FlightNumber': '131'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:21'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '21:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '21:50'}, 'Terminal': {'Gate': 'C48'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9983'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:15'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:36'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '2338'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'HRG', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:20'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '22:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '22:41'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '7983'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'IAH', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:35'}, 'Terminal': {'Name': 'D', 'Gate': 'D11'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '09:20'}, 'Actual': {'Date': '2023-03-24', 'Time': '09:24'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '441'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'IAS', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:57'}, 'Terminal': {'Gate': '001'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:35'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '646'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'INN', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:35'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:34'}, 'Terminal': {'Name': '1', 'Gate': 'BSO'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EN', 'FlightNumber': '8053'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'JFK', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:52'}, 'Terminal': {'Name': '1', 'Gate': '005'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '05:15'}, 'Actual': {'Date': '2023-03-24', 'Time': '05:16'}, 'Terminal': {'Name': '1', 'Gate': 'Z25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '401'};{'AircraftCode': '744'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'JFK', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:36'}, 'Terminal': {'Name': '1', 'Gate': '009'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:15'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:10'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '017'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
