AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Position.Coordinate.Latitude;Position.Coordinate.Longitude;Names.Name.@LanguageCode;Names.Name.$
AMG;AMG;PG;Airport;+10:00;Pacific/Port_Moresby;-4.6;143.5;EN;Amboin
AMH;AMH;ET;Airport;+03:00;Africa/Addis_Ababa;6.0394;37.5906;EN;Arba Mintch
AMI;AMI;ID;Airport;+08:00;Asia/Makassar;-8.5608;116.0947;EN;Mataram
AMJ;AMJ;BR;Airport;-03:00;America/Araguaina;-16.1833;-40.6833;EN;Almenara Cirilo Queiroz
AMK;DRO;US;Airport;-07:00;America/Denver;37.1528;-107.7528;EN;Durango Animas Air Park
AML;AML;PA;Airport;-05:00;America/Panama;8.3;-82.8667;EN;Puerto Armuelles
AMM;AMM;JO;Airport;+03:00;Asia/Amman;31.7225;35.9933;EN;Amman
AMN;AMN;US;Airport;-05:00;America/New_York;43.3833;-84.65;EN;Alma Gratiot Community
AMO;AMO;TD;Airport;+01:00;Africa/Ndjamena;14.1167;15.3167;EN;Mao
AMP;AMP;MG;Airport;+03:00;Indian/Antananarivo;-24.7;44.7333;EN;Ampanihy
AMQ;AMQ;ID;Airport;+09:00;Asia/Jayapura;-3.7103;128.0892;EN;Ambon Pattimura
AMR;LEI;ES;Rail Station;+01:00;Europe/Madrid;36.8347;-2.4564;EN;Almeria Rail Station
AMS;AMS;NL;Airport;+01:00;Europe/Amsterdam;52.3081;4.7642;EN;Amsterdam
AMT;AMT;AU;Airport;+09:30;Australia/Darwin;-26.2;131.1167;EN;Amata
AMU;AMU;PG;Airport;+10:00;Pacific/Port_Moresby;-3.5833;141.2167;EN;Amanab
AMV;AMV;RU;Airport;+03:00;Europe/Moscow;69.7608;61.5736;EN;Amderma
AMW;AMW;US;Airport;-06:00;America/Chicago;42.0;-93.6167;EN;Ames Municipal
AMX;AMX;AU;Airport;+09:30;Australia/Darwin;-21.74;135.24;EN;Ammaroo
AMY;AMY;MG;Airport;+03:00;Indian/Antananarivo;-17.6833;45.6667;EN;Ambatomainty
AMZ;AMZ;NZ;Airport;+12:00;Pacific/Auckland;-37.0333;174.9694;EN;Ardmore
ANA;MRE;KE;Airport;+03:00;Africa/Nairobi;-1.2717;34.9553;EN;Masai Mara Angama Mara
ANB;ANB;US;Airport;-06:00;America/Chicago;33.5883;-85.8583;EN;Anniston Regional
ANC;ANC;US;Airport;-09:00;America/Anchorage;61.1744;-149.9964;EN;Anchorage
AND;AND;US;Airport;-05:00;America/New_York;34.5;-82.7167;EN;Anderson Regional
ANE;ANE;FR;Airport;+01:00;Europe/Paris;47.5603;-0.3122;EN;Angers Marce
ANF;ANF;CL;Airport;-04:00;America/Santiago;-23.4444;-70.445;EN;Antofagasta
ANG;ANG;FR;Airport;+01:00;Europe/Paris;45.7294;0.2192;EN;Angouleme Brie-Champniers
ANH;ANH;SB;Airport;+11:00;Pacific/Guadalcanal;-8.9833;160.5;EN;Anuha Island Resort
ANI;ANI;US;Airport;-09:00;America/Anchorage;61.5822;-159.5442;EN;Aniak
ANJ;ANJ;CG;Airport;+01:00;Africa/Brazzaville;-2.85;13.8333;EN;Zanaga
ANK;ANK;TR;Airport;+03:00;Europe/Istanbul;39.9528;32.6861;EN;Ankara Etimesgut Apt
ANL;ANL;AO;Airport;+01:00;Africa/Luanda;-11.5;16.75;EN;Andulo
ANM;ANM;MG;Airport;+03:00;Indian/Antananarivo;-14.9994;50.3203;EN;Antalaha Antsirabato
ANN;ANN;US;Airport;-09:00;America/Anchorage;55.0333;-131.5667;EN;Annette Island
ANO;ANO;MZ;Airport;+02:00;Africa/Maputo;-16.1667;39.9333;EN;Angoche
ANP;ANP;US;Airport;-05:00;America/New_York;38.9833;-76.5;EN;Annapolis Lee
ANQ;ANQ;US;Airport;-05:00;America/New_York;41.6333;-85.0;EN;Angola Tri-State Steuben Co.
ANR;ANR;BE;Airport;+01:00;Europe/Brussels;51.1894;4.4603;EN;Antwerp-Brussels North
ANS;ANS;PE;Airport;-05:00;America/Lima;-13.7064;-73.3503;EN;Andahuaylas
ANT;ANT;AT;Airport;+01:00;Europe/Vienna;47.1208;10.2417;EN;St Anton Heliport
ANU;ANU;AG;Airport;-04:00;America/Antigua;17.1367;-61.7928;EN;Antigua
ANV;ANV;US;Airport;-09:00;America/Anchorage;62.6492;-160.1897;EN;Anvik
ANW;ANW;US;Airport;-06:00;America/Chicago;42.5833;-99.9833;EN;Ainsworth Regional
ANX;ANX;NO;Airport;+01:00;Europe/Oslo;69.2925;16.1442;EN;Andenes Andoya
ANY;ANY;US;Airport;-06:00;America/Chicago;37.15;-98.0333;EN;Anthony Municipal
ANZ;ANZ;AU;Airport;+09:30;Australia/Darwin;-25.0833;132.1667;EN;Angus Downs Station
AOA;AOA;PG;Airport;+10:00;Pacific/Port_Moresby;-9.0333;146.75;EN;Aroa
AOB;AOB;PG;Airport;+10:00;Pacific/Port_Moresby;-4.9167;144.6667;EN;Annanberg
AOC;AOC;DE;Airport;+01:00;Europe/Berlin;50.9819;12.5064;EN;Altenburg Nobitz
AOD;AOD;TD;Airport;+01:00;Africa/Ndjamena;11.4667;19.2833;EN;Abou Deia
AOE;ESK;TR;Airport;+03:00;Europe/Istanbul;39.81;30.5169;EN;Eskisehir Anadolu
AOG;AOG;CN;Airport;+08:00;Asia/Shanghai;41.1056;122.8561;EN;Anshan Teng'ao
AOH;AOH;US;Airport;-05:00;America/New_York;40.7167;-84.0333;EN;Lima Allen County
AOI;AOI;IT;Airport;+01:00;Europe/Rome;43.6167;13.3603;EN;Ancona
AOJ;AOJ;JP;Airport;+09:00;Asia/Tokyo;40.7347;140.6908;EN;Aomorica
AOK;AOK;GR;Airport;+02:00;Europe/Athens;35.4214;27.1461;EN;Karpathos
AOL;AOL;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-29.6833;-57.15;EN;Paso De Los Libres
AOM;AOM;OM;Airport;+04:00;Asia/Muscat;22.4972;57.3833;EN;Adam
AON;AON;PG;Airport;+10:00;Pacific/Port_Moresby;-6.25;145.9667;EN;Arona
AOO;AOO;US;Airport;-05:00;America/New_York;40.2964;-78.32;EN;Altoona Blair County
AOP;AOP;PE;Airport;-05:00;America/Lima;-2.7914;-76.4747;EN;Andoas Alfredo V. Sara Bauer
AOQ;AOQ;GL;Airport;-03:00;America/Godthab;72.8869;-55.5961;EN;Aappilattoq Heliport
AOR;AOR;MY;Airport;+08:00;Asia/Kuching;6.1944;100.4008;EN;Alor Setar
AOS;AOS;US;Airport;-09:00;America/Anchorage;57.4711;-153.8156;EN;Amook Bay Sea Plane Base
AOT;AOT;IT;Airport;+01:00;Europe/Rome;45.7386;7.3681;EN;Aosta
AOU;AOU;LA;Airport;+07:00;Asia/Vientiane;14.82;106.8206;EN;Attapeu
APA;DEN;US;Airport;-07:00;America/Denver;39.5719;-104.8511;EN;Denver Centennial Airport
APB;APB;BO;Airport;-04:00;America/La_Paz;-14.7167;-68.5;EN;Apolo
APC;APC;US;Airport;-08:00;America/Los_Angeles;38.2133;-122.28;EN;Napa County
APE;APE;PE;Airport;-05:00;America/Lima;-15.35;-75.1667;EN;San Juan Aposento
APF;APF;US;Airport;-05:00;America/New_York;26.1533;-81.7753;EN;Naples Municipal
APG;APG;US;Airport;-05:00;America/New_York;39.5167;-76.1667;EN;Aberdeen Phillips Army Air Field
APH;APH;US;Airport;-05:00;America/New_York;38.05;-77.35;EN;Bowling Green A.P. Hill Aaf
API;API;CO;Airport;-05:00;America/Bogota;4.0761;-73.5628;EN;Apiay Luis F. Gomez Nino Ab
APK;APK;PF;Airport;-10:00;Pacific/Tahiti;-15.5736;-146.4153;EN;Apataki
APL;APL;MZ;Airport;+02:00;Africa/Maputo;-15.1056;39.2817;EN;Nampula
APN;APN;US;Airport;-05:00;America/New_York;45.0781;-83.5603;EN;Alpena
APO;APO;CO;Airport;-05:00;America/Bogota;7.8125;-76.7167;EN;Apartado Carepa-A.R. Betancourt
APP;APP;PG;Airport;+10:00;Pacific/Port_Moresby;-8.9833;148.1333;EN;Asapa
APQ;APQ;BR;Airport;-03:00;America/Araguaina;-9.75;-36.65;EN;Arapiraca
APR;APR;PG;Airport;+10:00;Pacific/Port_Moresby;-4.6769;142.5397;EN;April River
APS;APS;BR;Airport;-03:00;America/Araguaina;-16.3628;-48.9275;EN;Anapolis
APT;APT;US;Airport;-06:00;America/Chicago;35.0667;-85.6333;EN;Jasper Marion County
APU;APU;BR;Airport;-03:00;America/Araguaina;-23.55;-51.4833;EN;Apucarana Captain Joao Busse
APV;APV;US;Airport;-08:00;America/Los_Angeles;34.5783;-117.1867;EN;Apple Valley
APW;APW;WS;Airport;+13:00;Pacific/Apia;-13.8297;-171.9972;EN;Apia Faleolo Apt
APX;APX;BR;Airport;-03:00;America/Araguaina;-23.3833;-51.95;EN;Arapongas Alberto Bertelli
APY;APY;BR;Airport;-03:00;America/Araguaina;-9.1;-45.9667;EN;Alto Parnaiba
APZ;APZ;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-38.9167;-70.0833;EN;Zapala
AQA;AQA;BR;Airport;-03:00;America/Araguaina;-21.8119;-48.1331;EN;Araraquara Bartolomeu De Gusmao
AQB;AQB;GT;Airport;-06:00;America/Guatemala;15.01;-91.15;EN;Quiche
AQG;AQG;CN;Airport;+08:00;Asia/Shanghai;30.5825;117.0503;EN;Anqing Tianzhushan
AQI;AQI;SA;Airport;+03:00;Asia/Riyadh;28.3353;46.125;EN;Qaisumah Hafar Al Batin
AQJ;AQJ;JO;Airport;+03:00;Asia/Amman;29.6117;35.0181;EN;Aqaba King Hussein International
AQL;LEI;ES;Bus Station;+01:00;Europe/Madrid;36.8353;-2.4569;EN;Almeria Bus Station
AQM;AQM;BR;Airport;-04:00;America/Porto_Velho;-9.9333;-63.0667;EN;Ariquemes
AQP;AQP;PE;Airport;-05:00;America/Lima;-16.3408;-71.5725;EN;Arequipa Rodriguez Ballon Intl
AQS;AQS;FJ;Airport;+12:00;Pacific/Fiji;-16.75;179.35;EN;Saqani
AQY;AQY;US;Airport;-09:00;America/Anchorage;60.9667;-149.1167;EN;Girdwood
ARA;ARA;US;Airport;-06:00;America/Chicago;30.0428;-91.8853;EN;New Iberia Acadiana Regional
ARB;ARB;US;Airport;-05:00;America/New_York;42.2236;-83.7458;EN;Ann Arbor Municipal
ARC;ARC;US;Airport;-09:00;America/Anchorage;68.1147;-145.5794;EN;Arctic Village
ARD;ARD;ID;Airport;+08:00;Asia/Makassar;-8.1331;124.5969;EN;Alor Mali
ARE;ARE;PR;Airport;-04:00;America/Puerto_Rico;18.45;-66.6667;EN;Arecibo Antonio Juarbe Pol
ARF;ARF;CO;Airport;-05:00;America/Bogota;0.5333;-70.1333;EN;Acaricuara
ARG;ARG;US;Airport;-06:00;America/Chicago;36.1167;-90.9167;EN;Walnut Ridge Regional
ARH;ARH;RU;Airport;+03:00;Europe/Moscow;64.6003;40.7167;EN;Arkhangelsk
ARI;ARI;CL;Airport;-04:00;America/Santiago;-18.3486;-70.3386;EN;Arica
ARJ;ARJ;ID;Airport;+09:00;Asia/Jayapura;-2.9333;140.7833;EN;Arso
ARK;ARK;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-3.3672;36.625;EN;Arusha
ARL;ARL;BF;Airport;+00:00;Africa/Ouagadougou;11.5964;1.4811;EN;Arly
ARM;ARM;AU;Airport;+10:00;Australia/Sydney;-30.5281;151.6172;EN;Armidale
ARN;STO;SE;Airport;+01:00;Europe/Stockholm;59.6519;17.9186;EN;Stockholm
ARO;ARO;CO;Airport;-05:00;America/Bogota;8.8667;-76.4333;EN;Arboletes
ARP;ARP;PG;Airport;+10:00;Pacific/Port_Moresby;-9.9;149.4667;EN;Aragip
ARQ;ARQ;CO;Airport;-05:00;America/Bogota;7.0361;-71.4403;EN;Arauquita El Troncal
ARR;ARR;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-45.1361;-70.8122;EN;Alto Rio Senguer
ARS;ARS;BR;Airport;-03:00;America/Araguaina;-15.9167;-52.25;EN;Aragarcas
ART;ART;US;Airport;-05:00;America/New_York;43.9919;-76.0217;EN;Watertown
ARU;ARU;BR;Airport;-03:00;America/Araguaina;-21.1414;-50.4247;EN;Aracatuba Dario Guarita
ARV;ARV;US;Airport;-06:00;America/Chicago;45.9167;-89.7333;EN;Minocqua/Woodruff Lakeland
ARW;ARW;RO;Airport;+02:00;Europe/Bucharest;46.1767;21.2619;EN;Arad
ARX;ARX;BR;Airport;-03:00;America/Araguaina;-4.5692;-37.8056;EN;Aracati Dragao Do Mar
ARY;ARY;AU;Airport;+10:00;Australia/Sydney;-37.2833;142.9333;EN;Ararat
ARZ;ARZ;AO;Airport;+01:00;Africa/Luanda;-7.2167;12.8667;EN;N'zeto
ASA;ASA;ER;Airport;+03:00;Africa/Asmara;13.0717;42.645;EN;Assab International
ASB;ASB;TM;Airport;+05:00;Asia/Ashgabat;37.9869;58.3608;EN;Ashgabat
ASC;ASC;BO;Airport;-04:00;America/La_Paz;-15.9306;-63.1569;EN;Ascension
ASD;ASD;BS;Airport;-05:00;America/Nassau;24.6983;-77.7956;EN;Andros Town International
ASE;ASE;US;Airport;-07:00;America/Denver;39.2192;-106.8672;EN;Aspen
ASF;ASF;RU;Airport;+04:00;Europe/Volgograd;46.2833;48.0064;EN;Astrakhan
ASG;ASG;NZ;Airport;+12:00;Pacific/Auckland;-43.9;171.7833;EN;Ashburton
ASH;ASH;US;Airport;-05:00;America/New_York;42.7833;-71.5167;EN;Nashua Boire Field
ASI;ASI;SH;Airport;+00:00;Atlantic/St_Helena;-7.9667;-14.4;EN;Ascension Island Raf Station
ASJ;ASJ;JP;Airport;+09:00;Asia/Tokyo;28.4306;129.7125;EN;Amami
ASK;ASK;CI;Airport;+00:00;Africa/Abidjan;6.9039;-5.3656;EN;Yamoussoukro
ASL;ASL;US;Airport;-06:00;America/Chicago;32.55;-94.3667;EN;Marshall Harrison County
ASM;ASM;ER;Airport;+03:00;Africa/Asmara;15.2919;38.9106;EN;Asmara
ASN;ASN;US;Airport;-06:00;America/Chicago;33.4333;-86.1;EN;Talladega Municipal
ASO;ASO;ET;Airport;+03:00;Africa/Addis_Ababa;10.0186;34.5864;EN;Asosa
ASP;ASP;AU;Airport;+09:30;Australia/Darwin;-23.8067;133.9022;EN;Alice Springs
ASQ;ASQ;US;Airport;-08:00;America/Los_Angeles;39.5;-117.0667;EN;Austin
ASR;ASR;TR;Airport;+03:00;Europe/Istanbul;38.7703;35.4956;EN;Kayseri
ASS;ASS;ZA;Airport;+02:00;Africa/Johannesburg;-24.7411;31.5183;EN;Arathusa Safari Lodge
AST;AST;US;Airport;-08:00;America/Los_Angeles;46.1592;-123.8811;EN;Astoria Regional
ASU;ASU;PY;Airport;-04:00;America/Asuncion;-25.2397;-57.5192;EN;Asuncion
ASV;ASV;KE;Airport;+03:00;Africa/Nairobi;-2.645;37.2528;EN;Amboseli
ASW;ASW;EG;Airport;+02:00;Africa/Cairo;23.9644;32.82;EN;Aswan
ASX;ASX;US;Airport;-06:00;America/Chicago;46.55;-90.9167;EN;Ashland John F Kennedy Memorial
ASY;ASY;US;Airport;-06:00;America/Chicago;46.0333;-99.3667;EN;Ashley Municipal
ASZ;ASZ;PG;Airport;+10:00;Pacific/Port_Moresby;-6.0097;150.3686;EN;Asirim
ATA;ATA;PE;Airport;-05:00;America/Lima;-9.3506;-77.5975;EN;Huaraz German Arias Graziani
ATB;ATB;SD;Airport;+02:00;Africa/Khartoum;17.7097;34.0572;EN;Atbara
ATC;ATC;BS;Airport;-05:00;America/Nassau;24.6294;-75.6739;EN;Arthur's Town
ATD;ATD;SB;Airport;+11:00;Pacific/Guadalcanal;-8.8733;161.0114;EN;Atoifi
ATE;ATE;US;Airport;-06:00;America/Chicago;34.2333;-95.6167;EN;Antlers Municipal
ATF;ATF;EC;Airport;-05:00;America/Guayaquil;-1.2;-78.5667;EN;Ambato Chachoan
ATG;ATG;PK;Airport;+05:00;Asia/Karachi;33.9;72.25;EN;Attock
ATH;ATH;GR;Airport;+02:00;Europe/Athens;37.9364;23.9444;EN;Athens
ATI;ATI;UY;Airport;-03:00;America/Montevideo;-30.4167;-56.5167;EN;Artigas
ATJ;ATJ;MG;Airport;+03:00;Indian/Antananarivo;-19.8378;47.0653;EN;Antsirabe
ATK;ATK;US;Airport;-09:00;America/Anchorage;70.4672;-157.4358;EN;Atqasuk E. Burnell Sr Memorial
ATL;ATL;US;Airport;-05:00;America/New_York;33.6367;-84.4281;EN;Atlanta
ATM;ATM;BR;Airport;-03:00;America/Araguaina;-3.2539;-52.2539;EN;Altamira
ATN;ATN;PG;Airport;+10:00;Pacific/Port_Moresby;-3.6667;152.45;EN;Namatanai
ATO;ATO;US;Airport;-05:00;America/New_York;39.3333;-82.1;EN;Athens Ohio University
ATP;ATP;PG;Airport;+10:00;Pacific/Port_Moresby;-3.1333;142.35;EN;Aitape Airstrip
ATQ;ATQ;IN;Airport;+05:30;Asia/Kolkata;31.7097;74.7972;EN;Amritsar
ATR;ATR;MR;Airport;+00:00;Africa/Nouakchott;20.5;-13.05;EN;Atar International
ATS;ATS;US;Airport;-07:00;America/Denver;32.85;-104.4667;EN;Artesia Municipal
ATT;ATT;US;Airport;-09:00;America/Anchorage;60.8669;-162.2739;EN;Atmautluak
ATU;ATU;US;Airport;-10:00;America/Adak;52.8333;173.1833;EN;Attu Island Casco Cove Cgs
ATV;ATV;TD;Airport;+01:00;Africa/Ndjamena;13.2333;18.3167;EN;Ati
ATW;ATW;US;Airport;-06:00;America/Chicago;44.2667;-88.5167;EN;Appleton
ATX;ATX;KZ;Airport;+06:00;Asia/Almaty;51.8833;68.4;EN;Atbasar
ATY;ATY;US;Airport;-06:00;America/Chicago;44.9136;-97.1511;EN;Watertown Regional
ATZ;ATZ;EG;Airport;+02:00;Africa/Cairo;27.0464;31.0119;EN;Asyut
AUA;AUA;AW;Airport;-04:00;America/Aruba;12.5014;-70.0153;EN;Aruba
AUB;MUC;DE;Bus Station;+01:00;Europe/Berlin;48.4025;10.8789;EN;Augsburg Bus Terminal Bieberbachstrasse
AUC;AUC;CO;Airport;-05:00;America/Bogota;7.0689;-70.7369;EN;Arauca Santiago Perez Quiroz
AUD;AUD;AU;Airport;+10:00;Australia/Brisbane;-18.6667;139.9333;EN;Augustus Downs
AUE;AUE;EG;Airport;+02:00;Africa/Cairo;28.9667;33.1833;EN;Abu Rudeis
AUF;AUF;FR;Airport;+01:00;Europe/Paris;47.8464;3.4967;EN;Auxerre Branches
AUG;AUG;US;Airport;-05:00;America/New_York;44.3181;-69.7969;EN;Augusta State
AUH;AUH;AE;Airport;+04:00;Asia/Dubai;24.4331;54.6511;EN;Abu Dhabi
AUI;AUI;PG;Airport;+10:00;Pacific/Port_Moresby;-1.45;143.0667;EN;Aua Island
AUJ;AUJ;PG;Airport;+10:00;Pacific/Port_Moresby;-4.2333;142.8333;EN;Ambunti
AUK;AUK;US;Airport;-09:00;America/Anchorage;62.6789;-164.6508;EN;Alakanuk Municipal
AUL;AUL;MH;Airport;+12:00;Pacific/Majuro;8.3025;171.1614;EN;Aur Island
AUM;AUM;US;Airport;-06:00;America/Chicago;43.6667;-92.9333;EN;Austin Municipal
AUN;AUN;US;Airport;-08:00;America/Los_Angeles;38.9;-121.0667;EN;Auburn Municipal
AUO;AUO;US;Airport;-06:00;America/Chicago;32.6167;-85.4333;EN;Auburn University Regional
AUP;AUP;PG;Airport;+10:00;Pacific/Port_Moresby;-9.9167;149.3333;EN;Agaun
AUQ;AUQ;PF;Airport;-09:30;Pacific/Marquesas;-9.7689;-139.0114;EN;Hiva Oa Atuona
AUR;AUR;FR;Airport;+01:00;Europe/Paris;44.8975;2.4167;EN;Aurillac Tronquires
AUS;AUS;US;Airport;-06:00;America/Chicago;30.1944;-97.67;EN;Austin-Bergstrom
AUT;AUT;TL;Airport;+09:00;Asia/Dili;-8.2667;125.6;EN;Atauro
AUU;AUU;AU;Airport;+10:00;Australia/Brisbane;-13.3539;141.7208;EN;Aurukun
AUV;AUV;PG;Airport;+10:00;Pacific/Port_Moresby;-5.7167;148.4333;EN;Aumo
AUW;AUW;US;Airport;-06:00;America/Chicago;44.9283;-89.6267;EN;Wausau Downtown Apt
AUX;AUX;BR;Airport;-03:00;America/Araguaina;-7.2281;-48.2403;EN;Araguaina Araguaini
AUY;AUY;VU;Airport;+11:00;Pacific/Efate;-20.2494;169.7708;EN;Aneityum
AUZ;AUZ;US;Airport;-06:00;America/Chicago;41.7667;-88.3167;EN;Aurora Municipal
AVA;AVA;CN;Airport;+08:00;Asia/Shanghai;26.2572;105.8728;EN;Anshun Huangguoshu
AVB;AVB;IT;Airport;+01:00;Europe/Rome;46.0319;12.5964;EN;Aviano Air Base
AVF;AVF;FR;Off-Line Point;+01:00;Europe/Paris;46.2;6.7667;EN;Avoriaz Off-Line Point
AVG;AVG;AU;Airport;+09:30;Australia/Darwin;-15.75;129.9167;EN;Auvergne Station
AVI;AVI;CU;Airport;-05:00;America/Havana;22.0269;-78.7897;EN;Ciego De Avila Maximo Gomez
AVJ;AVJ;ES;Bus Station;+01:00;Europe/Madrid;40.6581;-4.6897;EN;Avila Bus Station
AVK;AVK;MN;Airport;+08:00;Asia/Ulaanbaatar;46.2667;102.7833;EN;Arvaikheer
AVL;AVL;US;Airport;-05:00;America/New_York;35.4361;-82.5419;EN;Asheville
AVN;AVN;FR;Airport;+01:00;Europe/Paris;43.9067;4.9019;EN;Avignon Caumont
AVO;AVO;US;Airport;-05:00;America/New_York;27.6;-81.5167;EN;Avon Park Executive
AVP;AVP;US;Airport;-05:00;America/New_York;41.3386;-75.7233;EN;Wilkes-Barre
AVR;AVR;PT;Airport;+00:00;Europe/Lisbon;38.8831;-9.03;EN;Alverca
AVS;AVJ;ES;Rail Station;+01:00;Europe/Madrid;40.6569;-4.6833;EN;Avila Rail Station
AVU;AVU;SB;Airport;+11:00;Pacific/Guadalcanal;-9.8414;160.3836;EN;Avu Avu
AVV;MEL;AU;Airport;+10:00;Australia/Sydney;-38.0394;144.4694;EN;Melbourne Avalon Airport
AVW;TUS;US;Airport;-07:00;America/Phoenix;32.4092;-111.2164;EN;Tucson Marana Regional
AVX;AVX;US;Airport;-08:00;America/Los_Angeles;33.405;-118.4161;EN;Avalon Catalina
AWA;AWA;ET;Airport;+03:00;Africa/Addis_Ababa;7.0675;38.4906;EN;Awasa
AWB;AWB;PG;Airport;+10:00;Pacific/Port_Moresby;-8.0144;142.7511;EN;Awaba
AWD;AWD;VU;Airport;+11:00;Pacific/Efate;-19.2375;169.6011;EN;Aniwa
AWE;AWE;GA;Airport;+01:00;Africa/Libreville;-0.75;9.45;EN;Alowe
AWH;AWH;ET;Airport;+03:00;Africa/Addis_Ababa;8.2667;44.1833;EN;Awareh
AWK;AWK;UM;Airport;+12:00;Pacific/Wake;19.3;166.5833;EN;Wake Island
AWM;AWM;US;Airport;-06:00;America/Chicago;35.1333;-90.1833;EN;West Memphis Municipal
AWN;AWN;AU;Airport;+09:30;Australia/Adelaide;-26.4833;139.3167;EN;Alton Downs
AWP;AWP;AU;Airport;+09:30;Australia/Darwin;-20.3333;137.25;EN;Austral Downs Station
AWR;AWR;PG;Airport;+10:00;Pacific/Port_Moresby;-4.1167;144.85;EN;Awar
AWZ;AWZ;IR;Airport;+03:30;Asia/Tehran;31.3375;48.7603;EN;Ahwaz
AXA;AXA;AI;Airport;-04:00;America/Anguilla;18.2047;-63.055;EN;Anguilla Clayton J. Lloyd Intl
AXB;AXB;US;Airport;-05:00;America/New_York;44.2525;-75.9014;EN;Alexandria Bay Maxson Airfield
AXC;AXC;AU;Airport;+10:00;Australia/Brisbane;-23.0833;145.25;EN;Aramac
AXD;AXD;GR;Airport;+02:00;Europe/Athens;40.8558;25.9564;EN;Alexandroupolis
AXE;AXE;BR;Airport;-03:00;America/Araguaina;-26.8833;-52.3833;EN;Xanxere Joao Winckler
AXF;AXF;CN;Airport;+08:00;Asia/Shanghai;38.8239;105.6261;EN;Alxa Left Banner
AXG;AXG;US;Airport;-06:00;America/Chicago;43.0667;-94.2333;EN;Algona Municipal
AXI;AEI;ES;Bus Station;+01:00;Europe/Madrid;36.1264;-5.4489;EN;Algeciras Bus Station
AXJ;AXJ;JP;Airport;+09:00;Asia/Tokyo;32.4822;130.1589;EN;Amakusa
AXK;AXK;YE;Airport;+03:00;Asia/Aden;14.5522;46.8256;EN;Ataq
AXL;AXL;AU;Airport;+09:30;Australia/Darwin;-19.1167;136.7667;EN;Alexandria Station
AXM;AXM;CO;Airport;-05:00;America/Bogota;4.4528;-75.7664;EN;Armenia
AXN;AXN;US;Airport;-06:00;America/Chicago;45.7833;-95.2667;EN;Alexandria Chandler Field
AXO;ARD;ID;Airport;+08:00;Asia/Makassar;-8.2458;124.2186;EN;Alor Pantar
AXP;AXP;BS;Airport;-05:00;America/Nassau;22.4419;-73.9708;EN;Spring Point
AXR;AXR;PF;Airport;-10:00;Pacific/Tahiti;-15.2483;-146.6167;EN;Arutua
AXS;LTS;US;Airport;-06:00;America/Chicago;34.7028;-99.3333;EN;Altus Quartz Mountain Rgnl
AXT;AXT;JP;Airport;+09:00;Asia/Tokyo;39.6156;140.2186;EN;Akita
AXU;AXU;ET;Airport;+03:00;Africa/Addis_Ababa;14.1467;38.7728;EN;Axum
AXV;AXV;US;Airport;-05:00;America/New_York;40.5667;-84.1833;EN;Wapakoneta Neil Armstrong
AXX;AXX;US;Airport;-07:00;America/Denver;36.4167;-105.2833;EN;Angel Fire
AYA;AYA;CO;Airport;-05:00;America/Bogota;8.3;-75.15;EN;Ayapel El Cebruno
AYC;AYC;CO;Airport;-05:00;America/Bogota;8.6;-73.6167;EN;Ayacucho La Gloria
AYD;AYD;AU;Airport;+09:30;Australia/Darwin;-19.3;135.95;EN;Alroy Downs
AYE;AYE;US;Airport;-05:00;America/New_York;42.5333;-71.6167;EN;Fort Devens Army Air Field Heliport
AYG;AYG;CO;Airport;-05:00;America/Bogota;2.6667;-75.5167;EN;Yaguara Ii
AYH;AYH;GB;Airport;+00:00;Europe/London;52.3667;-0.2667;EN;Alconbury
AYI;AYI;CO;Airport;-05:00;America/Bogota;-0.3833;-72.2667;EN;Yari
AYK;AYK;KZ;Airport;+06:00;Asia/Almaty;50.3167;66.9667;EN;Arkalyk
AYL;AYL;AU;Airport;+09:30;Australia/Darwin;-18.0167;135.55;EN;Anthony Lagoon
AYM;AUH;AE;Airport;+04:00;Asia/Dubai;24.4708;54.6097;EN;Abu Dhabi Yas Island Spb
AYN;AYN;CN;Airport;+08:00;Asia/Shanghai;36.1;114.35;EN;Anyang
AYO;AYO;PY;Airport;-04:00;America/Asuncion;-27.3667;-56.85;EN;Juan De Ayolas
AYP;AYP;PE;Airport;-05:00;America/Lima;-13.1547;-74.2044;EN;Ayacucho Alfredo M. Duarte
AYQ;AYQ;AU;Airport;+09:30;Australia/Darwin;-25.1861;130.9756;EN;Ayers Rock Connellan
AYR;AYR;AU;Airport;+10:00;Australia/Brisbane;-19.6667;147.3667;EN;Ayr
AYS;AYS;US;Airport;-05:00;America/New_York;31.25;-82.4;EN;Waycross Ware County
AYT;AYT;TR;Airport;+03:00;Europe/Istanbul;36.8986;30.8006;EN;Antalya
AYU;AYU;PG;Airport;+10:00;Pacific/Port_Moresby;-6.3333;145.9;EN;Aiyura
AYW;AYW;ID;Airport;+09:00;Asia/Jayapura;-1.2;132.5;EN;Ayawasi
AYX;AYX;PE;Airport;-05:00;America/Lima;-10.7292;-73.7667;EN;Atalaya Gerardo Perez Pine
AYY;AYY;LK;Airport;+05:30;Asia/Colombo;6.855;81.8311;EN;Pottuvil Spb Arugam Bay Spb
